,satname,Entrance_state,skip image
2019-01-22-23-44-19,L8,closed,FALSE
2013-07-07-23-52-41,L8,closed,FALSE
2019-10-21-23-44-54,L8,closed,FALSE
2015-05-26-23-49-46,L8,poorquality,TRUE
2014-11-24-23-44-42,L8,closed,FALSE
2017-12-09-23-50-50,L8,closed,FALSE
2013-09-18-23-46-27,L8,closed,FALSE
2013-12-07-23-46-07,L8,poorquality,TRUE
2014-09-28-23-50-49,L8,closed,FALSE
2018-11-10-23-50-37,L8,closed,FALSE
2020-06-24-23-50-25,L8,closed,FALSE
2017-08-12-23-44-33,L8,closed,FALSE
2018-07-14-23-43-41,L8,closed,FALSE
2017-08-03-23-50-40,L8,closed,FALSE
2019-12-08-23-44-49,L8,poorquality,TRUE
2013-11-05-23-46-15,L8,closed,FALSE
2019-08-02-23-44-34,L8,closed,FALSE
2018-08-06-23-50-03,L8,closed,FALSE
2017-09-04-23-50-48,L8,closed,FALSE
2018-07-30-23-43-48,L8,closed,FALSE
2014-12-01-23-50-53,L8,closed,FALSE
2019-11-06-23-44-53,L8,closed,FALSE
2016-10-03-23-50-57,L8,closed,FALSE
2017-10-22-23-51-00,L8,closed,FALSE
2020-07-10-23-50-32,L8,closed,FALSE
2013-04-11-23-46-35,L8,closed,FALSE
2016-05-05-23-44-07,L8,closed,FALSE
2016-07-15-23-50-39,L8,open,FALSE
2018-08-15-23-43-57,L8,closed,FALSE
2019-07-08-23-50-37,L8,closed,FALSE
2013-07-23-23-52-39,L8,closed,FALSE
2019-01-30-00-06-41,S2,closed,FALSE
2017-08-18-00-04-03,S2,poorquality,TRUE
2019-05-05-00-06-44,S2,poorquality,TRUE
2019-07-19-00-06-49,S2,closed,FALSE
2019-05-25-00-06-44,S2,closed,FALSE
2019-08-28-00-06-45,S2,closed,FALSE
2016-11-26-00-06-32,S2,poorquality,TRUE
2018-01-10-00-02-32,S2,closed,FALSE
2020-05-04-00-06-37,S2,closed,FALSE
2018-05-05-00-02-39,S2,closed,FALSE
2019-06-19-00-06-48,S2,closed,FALSE
2020-07-18-00-06-45,S2,closed,FALSE
2017-10-22-00-02-39,S2,closed,FALSE
2016-11-06-00-06-27,S2,closed,FALSE
2016-06-09-00-05-19,S2,open,FALSE
2018-09-02-00-05-46,S2,closed,FALSE
2019-03-16-00-06-37,S2,closed,FALSE
2018-06-24-00-02-39,S2,closed,FALSE
2018-12-26-00-06-33,S2,closed,FALSE
2017-07-24-00-06-30,S2,closed,FALSE
2019-05-10-00-06-50,S2,closed,FALSE
2020-06-18-00-06-50,S2,poorquality,TRUE
2020-07-08-00-06-45,S2,closed,FALSE
2017-09-07-00-03-13,S2,closed,FALSE
2019-10-22-00-06-44,S2,closed,FALSE
2019-02-04-00-06-37,S2,closed,FALSE
2018-06-14-00-02-38,S2,closed,FALSE
2016-12-26-00-02-12,S2,closed,FALSE
2018-03-26-00-02-35,S2,closed,FALSE
2020-01-30-00-06-33,S2,closed,FALSE
2016-07-09-00-06-32,S2,open,FALSE
2019-01-25-00-06-37,S2,closed,FALSE
2016-09-17-00-04-05,S2,unclear,FALSE
2019-12-16-00-06-35,S2,closed,FALSE
2019-07-14-00-06-46,S2,closed,FALSE
2017-07-29-00-05-43,S2,closed,FALSE
2018-05-30-00-02-41,S2,poorquality,TRUE
2015-09-13-00-06-31,S2,open,FALSE
2016-07-19-00-03-20,S2,open,FALSE
2020-02-24-00-06-37,S2,closed,FALSE
2019-04-15-00-06-43,S2,poorquality,TRUE
2019-04-20-00-06-47,S2,closed,FALSE
2019-10-17-00-06-42,S2,poorquality,TRUE
2018-02-14-00-02-33,S2,closed,FALSE
2020-06-28-00-06-46,S2,closed,FALSE
2018-06-29-00-02-41,S2,closed,FALSE
2018-05-15-00-05-53,S2,closed,FALSE
2019-11-06-00-06-42,S2,closed,FALSE
2019-07-09-00-06-49,S2,closed,FALSE
2018-03-01-00-06-09,S2,closed,FALSE
2019-04-30-00-06-48,S2,closed,FALSE
2019-12-26-00-06-35,S2,poorquality,TRUE
2019-03-11-00-06-38,S2,closed,FALSE
2017-09-27-00-02-25,S2,closed,FALSE
2019-05-30-00-06-49,S2,closed,FALSE
2018-05-25-00-02-37,S2,closed,FALSE
2020-05-14-00-06-39,S2,closed,FALSE
2017-12-21-00-02-34,S2,closed,FALSE
2016-06-29-00-06-03,S2,open,FALSE
2017-07-04-00-06-28,S2,closed,FALSE
2016-01-11-00-06-45,S2,closed,FALSE
2020-06-03-00-06-42,S2,closed,FALSE
2017-06-04-00-04-37,S2,closed,FALSE
2019-08-03-00-06-45,S2,closed,FALSE
2020-05-24-00-06-41,S2,closed,FALSE
2020-07-03-00-06-43,S2,closed,FALSE
2019-09-07-00-06-42,S2,closed,FALSE
2019-02-14-00-06-37,S2,closed,FALSE
2017-04-05-00-02-47,S2,closed,FALSE
2017-12-01-00-02-34,S2,closed,FALSE
2019-08-23-00-06-42,S2,closed,FALSE
2016-04-30-00-06-33,S2,closed,FALSE
2016-11-16-00-06-36,S2,closed,FALSE
2018-11-11-00-06-38,S2,closed,FALSE
2018-03-11-00-02-36,S2,closed,FALSE
2018-12-01-00-06-36,S2,closed,FALSE
2017-10-02-00-02-37,S2,closed,FALSE
2019-11-21-00-06-41,S2,closed,FALSE
2017-03-26-00-06-23,S2,closed,FALSE
2020-03-10-00-06-36,S2,closed,FALSE
2020-03-20-00-06-37,S2,closed,FALSE
2018-05-20-00-02-42,S2,closed,FALSE
2018-01-05-00-02-32,S2,closed,FALSE
2019-11-01-00-06-44,S2,closed,FALSE
2018-08-23-00-02-32,S2,poorquality,TRUE
2019-08-13-00-06-44,S2,closed,FALSE
2017-06-24-00-02-16,S2,closed,FALSE
2020-04-24-00-06-35,S2,closed,FALSE
2019-03-31-00-06-42,S2,closed,FALSE
2020-02-04-00-06-34,S2,closed,FALSE
2019-01-15-00-06-36,S2,closed,FALSE
2018-05-10-00-02-42,S2,closed,FALSE
2017-10-17-00-02-26,S2,closed,FALSE
2016-08-08-00-03-48,S2,open,FALSE
2020-03-15-00-06-38,S2,closed,FALSE
2016-05-30-00-06-34,S2,closed,FALSE
2018-06-04-00-02-37,S2,closed,FALSE
2018-10-22-00-02-37,S2,closed,FALSE
2018-10-02-00-04-02,S2,closed,FALSE
2018-04-25-00-02-38,S2,closed,FALSE
2018-07-29-00-02-41,S2,closed,FALSE
2019-01-05-00-06-35,S2,poorquality,TRUE
2018-08-28-00-02-38,S2,closed,FALSE
2019-06-09-00-06-48,S2,closed,FALSE
2020-05-09-00-06-45,S2,closed,FALSE
2019-06-29-00-06-49,S2,closed,FALSE
2019-01-20-00-06-40,S2,closed,FALSE
2019-04-10-00-06-45,S2,closed,FALSE
2019-03-26-00-06-39,S2,closed,FALSE
2020-04-14-00-06-36,S2,closed,FALSE
2016-05-20-00-05-06,S2,closed,FALSE
2019-07-24-00-06-45,S2,closed,FALSE
2018-08-13-00-05-52,S2,closed,FALSE
2018-09-17-00-02-36,S2,closed,FALSE
2020-06-23-00-06-43,S2,closed,FALSE
2019-03-01-00-06-39,S2,closed,FALSE
2017-01-05-00-02-44,S2,poorquality,TRUE
2018-07-24-00-02-37,S2,closed,FALSE
2020-04-04-00-06-38,S2,closed,FALSE
2020-05-19-00-06-46,S2,closed,FALSE
2018-04-20-00-02-41,S2,closed,FALSE
2018-01-30-00-02-35,S2,closed,FALSE
2018-02-24-00-02-54,S2,closed,FALSE
2018-04-10-00-02-40,S2,poorquality,TRUE
2020-05-29-00-06-46,S2,closed,FALSE
2020-02-29-00-06-36,S2,closed,FALSE
2018-11-01-00-02-37,S2,closed,FALSE
2018-04-05-00-02-37,S2,closed,FALSE
2019-09-02-00-06-41,S2,closed,FALSE
2019-05-15-00-06-44,S2,closed,FALSE
2018-04-15-00-02-38,S2,closed,FALSE
2018-07-04-00-06-08,S2,closed,FALSE
2016-01-31-00-02-38,S2,closed,FALSE
2019-11-11-00-06-43,S2,closed,FALSE
2020-06-08-00-06-47,S2,closed,FALSE
2018-07-09-00-02-41,S2,closed,FALSE
2017-07-14-00-02-18,S2,closed,FALSE
2018-07-14-00-02-38,S2,closed,FALSE
