,satname,Entrance_state,skip image,
2002-07-10-23-32-54,L7,open,FALSE,
2000-06-02-23-36-00,L7,poorquality,TRUE,
2001-04-25-23-40-21,L7,open,FALSE,
2003-03-23-23-33-09,L7,open,FALSE,
2002-11-06-23-38-10,L7,open,FALSE,
2001-12-30-23-33-06,L7,poorquality,TRUE,
2000-09-13-23-40-55,L7,open,FALSE,
2001-05-11-23-40-14,L7,open,FALSE,
2002-09-28-23-32-15,L7,poorquality,TRUE,
2002-04-05-23-33-18,L7,open,FALSE,
2001-07-14-23-39-38,L7,open,FALSE,
2000-12-11-23-34-53,L7,open,FALSE,
2002-12-01-23-32-46,L7,open,FALSE,
2001-01-03-23-40-41,L7,open,FALSE,
2002-09-12-23-32-24,L7,open,FALSE,
2000-06-25-23-42-01,L7,open,FALSE,
2002-04-12-23-39-06,L7,open,FALSE,
2000-11-25-23-34-28,L7,open,FALSE,
2000-07-11-23-41-46,L7,open,FALSE,
2002-06-15-23-38-48,L7,open,FALSE,
2002-12-01-23-32-22,L7,open,FALSE,
2001-08-24-23-33-17,L7,open,FALSE,
1999-11-30-23-43-04,L7,open,FALSE,
2000-04-22-23-42-36,L7,open,FALSE,
2001-08-08-23-33-29,L7,open,FALSE,
2019-09-26-23-50-38,L8,closed,FALSE,
2019-07-01-23-44-01,L8,poorquality,TRUE,
2015-07-29-23-49-54,L8,poorquality,TRUE,
2014-09-05-23-44-38,L8,open,FALSE,
2018-07-14-23-43-17,L8,closed,FALSE,
2013-12-07-23-46-07,L8,open,FALSE,
2014-06-17-23-44-13,L8,open,FALSE,
2016-02-22-23-50-11,L8,open,FALSE,
2019-04-12-23-43-59,L8,unclear,FALSE,
2019-04-19-23-49-43,L8,closed,FALSE,
2020-06-24-23-50-01,L8,open,FALSE,
2017-07-18-23-50-09,L8,poorquality,TRUE,
2016-07-15-23-50-15,L8,open,FALSE,
2016-09-10-23-44-20,L8,open,FALSE,
2016-07-24-23-44-30,L8,open,FALSE,
2020-07-19-23-44-00,L8,open,FALSE,
2015-10-01-23-50-18,L8,unclear,FALSE,jump this one by accident
2018-09-16-23-43-44,L8,poorquality,TRUE,
2018-11-19-23-44-03,L8,closed,FALSE,
2014-06-24-23-50-00,L8,open,FALSE,
2019-01-22-23-44-19,L8,unclear,FALSE,
2013-05-20-23-52-19,L8,open,FALSE,
2014-09-05-23-44-14,L8,open,FALSE,
2015-12-29-23-44-38,L8,open,FALSE,
2018-10-18-23-44-22,L8,closed,FALSE,
2014-06-17-23-43-49,L8,open,FALSE,
2019-10-28-23-50-41,L8,poorquality,TRUE,
2017-12-09-23-50-26,L8,open,FALSE,
2020-07-03-23-44-19,L8,open,FALSE,
2019-07-01-23-44-25,L8,poorquality,TRUE,
2015-06-11-23-49-33,L8,open,FALSE,
2017-05-24-23-44-03,L8,open,FALSE,
2014-08-04-23-44-31,L8,closed,FALSE,
2020-01-25-23-44-38,L8,closed,FALSE,
2019-05-14-23-43-41,L8,closed,FALSE,
2018-10-18-23-43-58,L8,closed,FALSE,
2017-01-16-23-44-40,L8,open,FALSE,
2013-10-11-23-52-10,L8,open,FALSE,
2015-06-20-23-43-26,L8,open,FALSE,
2014-10-23-23-44-44,L8,open,FALSE,
2017-01-16-23-44-16,L8,open,FALSE,
2019-05-21-23-49-56,L8,closed,FALSE,
2017-04-22-23-43-53,L8,open,FALSE,
2017-05-31-23-49-54,L8,open,FALSE,
2019-09-03-23-44-19,L8,closed,FALSE,
2013-11-05-23-46-15,L8,open,FALSE,
2017-02-08-23-50-15,L8,open,FALSE,
2015-05-19-23-43-33,L8,open,FALSE,
2018-11-10-23-50-14,L8,closed,FALSE,
2019-07-24-23-50-18,L8,open,FALSE,
2016-05-28-23-49-56,L8,open,FALSE,
2014-04-14-23-44-29,L8,open,FALSE,
2014-12-01-23-50-29,L8,open,FALSE,
2019-08-18-23-44-16,L8,unclear,FALSE,
2017-08-19-23-50-22,L8,open,FALSE,
2016-04-19-23-43-39,L8,open,FALSE,
2013-04-27-23-46-16,L8,open,FALSE,
2018-01-19-23-44-07,L8,open,FALSE,
2019-04-12-23-43-35,L8,closed,FALSE,
2020-05-16-23-43-56,L8,open,FALSE,
2019-11-06-23-44-53,L8,closed,FALSE,
2013-09-02-23-46-09,L8,open,FALSE,
2018-06-28-23-43-09,L8,closed,FALSE,
2015-01-02-23-50-19,L8,open,FALSE,
2018-06-28-23-43-33,L8,closed,FALSE,
2013-09-25-23-52-10,L8,open,FALSE,
2020-02-17-23-50-19,L8,open,FALSE,
2013-08-01-23-46-07,L8,open,FALSE,
2019-03-02-23-49-58,L8,closed,FALSE,
2016-06-06-23-44-12,L8,open,FALSE,
2013-08-24-23-52-20,L8,open,FALSE,
2019-07-17-23-44-28,L8,open,FALSE,
2017-06-25-23-44-16,L8,open,FALSE,
2013-06-14-23-46-05,L8,open,FALSE,
2015-12-13-23-44-14,L8,open,FALSE,
2019-05-30-23-43-50,L8,closed,FALSE,
2014-10-30-23-50-27,L8,open,FALSE,
2019-11-13-23-50-39,L8,closed,FALSE,
2019-03-27-23-44-04,L8,poorquality,TRUE,
2016-09-10-23-44-44,L8,open,FALSE,
2016-08-25-23-44-39,L8,open,FALSE,
2013-07-07-23-52-17,L8,open,FALSE,
2016-06-13-23-49-59,L8,open,FALSE,
2013-09-09-23-52-18,L8,open,FALSE,
2019-08-02-23-44-11,L8,open,FALSE,
2019-11-06-23-44-29,L8,closed,FALSE,
2015-12-29-23-44-14,L8,open,FALSE,
2019-09-03-23-44-43,L8,closed,FALSE,
2019-05-30-23-44-14,L8,closed,FALSE,
2014-07-19-23-44-23,L8,poorquality,TRUE,
2019-01-22-23-43-55,L8,closed,FALSE,
2018-07-14-23-43-41,L8,closed,FALSE,
2018-11-19-23-44-27,L8,closed,FALSE,
2020-08-04-23-44-28,L8,open,FALSE,
2015-04-08-23-49-40,L8,poorquality,TRUE,
2019-10-21-23-44-54,L8,closed,FALSE,
2017-09-13-23-44-37,L8,open,FALSE,
2020-04-14-23-43-43,L8,open,FALSE,
2013-09-02-23-46-33,L8,open,FALSE,
2014-07-03-23-43-55,L8,closed,FALSE,
2016-05-05-23-44-07,L8,open,FALSE,
2015-08-07-23-44-09,L8,open,FALSE,
2020-01-25-23-44-14,L8,closed,FALSE,
2018-03-31-23-49-44,L8,open,FALSE,
2017-03-28-23-49-53,L8,open,FALSE,
2019-09-10-23-50-32,L8,closed,FALSE,
2019-10-21-23-44-30,L8,closed,FALSE,
2018-08-31-23-44-04,L8,closed,FALSE,
2019-07-08-23-50-13,L8,open,FALSE,
2017-08-28-23-44-13,L8,open,FALSE,
2019-03-11-23-43-43,L8,closed,FALSE,
2019-08-18-23-44-40,L8,open,FALSE,
2018-07-21-23-49-30,L8,closed,FALSE,
2014-10-23-23-44-20,L8,open,FALSE,
2014-01-15-23-51-26,L8,open,FALSE,
2014-07-10-23-50-09,L8,unclear,FALSE,
2019-05-05-23-49-46,L8,closed,FALSE,
2016-04-26-23-49-50,L8,open,FALSE,
2014-03-20-23-50-42,L8,closed,FALSE,
2016-06-06-23-43-48,L8,poorquality,TRUE,
2018-08-22-23-49-47,L8,closed,FALSE,
2018-02-27-23-50-00,L8,closed,FALSE,
2017-05-08-23-43-52,L8,poorquality,FALSE,
2014-11-08-23-44-21,L8,open,FALSE,
2020-05-16-23-43-32,L8,open,FALSE,
2020-07-19-23-44-24,L8,open,FALSE,
2020-06-01-23-43-37,L8,open,FALSE,
2015-09-08-23-44-23,L8,open,FALSE,
2013-10-04-23-46-00,L8,open,FALSE,
2013-09-18-23-46-03,L8,open,FALSE,
2013-09-18-23-46-27,L8,open,FALSE,
2016-11-04-23-50-38,L8,open,FALSE,
2020-04-14-23-44-07,L8,open,FALSE,
2019-01-13-23-50-08,L8,closed,FALSE,
2014-09-28-23-50-25,L8,open,FALSE,
2018-08-06-23-49-39,L8,closed,FALSE,
2013-12-07-23-45-43,L8,open,FALSE,
2015-05-19-23-43-09,L8,open,FALSE,
2018-09-16-23-44-08,L8,poorquality,TRUE,
2015-08-30-23-50-06,L8,poorquality,TRUE,
2014-04-14-23-44-05,L8,open,FALSE,
2014-07-19-23-43-59,L8,poorquality,TRUE,
2016-05-21-23-44-07,L8,open,FALSE,
2017-09-13-23-44-13,L8,open,FALSE,
2015-05-10-23-49-21,L8,open,FALSE,
2019-12-08-23-44-49,L8,poorquality,TRUE,
2017-05-15-23-49-44,L8,open,FALSE,
2016-05-21-23-43-43,L8,open,FALSE,
2016-03-02-23-44-00,L8,open,FALSE,
2018-02-04-23-44-22,L8,open,FALSE,
2013-08-01-23-46-31,L8,open,FALSE,
2019-03-11-23-44-07,L8,closed,FALSE,
2015-07-13-23-49-50,L8,open,FALSE,
2015-12-13-23-44-38,L8,open,FALSE,
2013-06-30-23-46-29,L8,open,FALSE,
2019-08-02-23-44-34,L8,open,FALSE,
2016-08-16-23-50-22,L8,open,FALSE,
2018-02-04-23-43-58,L8,open,FALSE,
2020-01-09-23-44-18,L8,closed,FALSE,
2017-05-08-23-43-28,L8,open,FALSE,
2018-01-19-23-44-31,L8,open,FALSE,
2013-08-17-23-46-08,L8,open,FALSE,
2013-07-16-23-46-05,L8,open,FALSE,
2020-01-09-23-44-42,L8,closed,FALSE,
2018-07-30-23-43-24,L8,closed,FALSE,
2015-09-08-23-43-59,L8,open,FALSE,
2015-04-24-23-49-37,L8,open,FALSE,
2015-12-04-23-50-26,L8,open,FALSE,
2017-05-24-23-43-39,L8,open,FALSE,
2017-04-13-23-49-45,L8,open,FALSE,
2014-07-26-23-50-12,L8,closed,FALSE,
2016-03-18-23-44-18,L8,open,FALSE,
2018-07-30-23-43-48,L8,closed,FALSE,
2016-07-24-23-44-06,L8,open,FALSE,
2016-04-19-23-44-03,L8,open,FALSE,
2014-07-03-23-44-19,L8,open,FALSE,
2017-09-20-23-50-27,L8,open,FALSE,
2020-05-07-23-49-41,L8,open,FALSE,
2013-10-04-23-46-24,L8,open,FALSE,
2016-03-18-23-43-54,L8,open,FALSE,
2018-12-28-23-50-10,L8,closed,FALSE,
2018-08-31-23-43-40,L8,closed,FALSE,
2019-08-09-23-50-24,L8,open,FALSE,
2018-05-02-23-49-26,L8,unclear,FALSE,
2020-06-01-23-44-01,L8,poorquality,TRUE,
2015-10-10-23-44-07,L8,open,FALSE,
2020-07-03-23-43-55,L8,open,FALSE,
2019-06-06-23-50-04,L8,closed,FALSE,
2013-07-16-23-46-29,L8,poorquality,TRUE,
2015-08-07-23-43-45,L8,open,FALSE,
2017-04-29-23-49-35,L8,open,FALSE,
2015-05-26-23-49-22,L8,open,FALSE,
2014-09-21-23-44-37,L8,open,FALSE,
2017-11-23-23-50-29,L8,open,FALSE,
2016-03-02-23-44-24,L8,open,FALSE,
2016-08-25-23-44-16,L8,open,FALSE,
2017-04-22-23-43-29,L8,open,FALSE,
2020-08-04-23-44-04,L8,open,FALSE,
2019-07-17-23-44-04,L8,open,FALSE,
2020-07-10-23-50-08,L8,open,FALSE,
2019-05-14-23-44-05,L8,closed,FALSE,
2014-08-04-23-44-07,L8,closed,FALSE,
2014-09-21-23-44-13,L8,open,FALSE,
2015-10-10-23-44-31,L8,open,FALSE,
2017-08-28-23-44-37,L8,open,FALSE,
2019-12-08-23-44-25,L8,poorquality,TRUE,
2013-08-17-23-46-32,L8,open,FALSE,
2013-06-14-23-46-29,L8,open,FALSE,
2017-11-07-23-50-34,L8,open,FALSE,
2014-03-04-23-50-52,L8,poorquality,TRUE,
2013-06-30-23-46-05,L8,poorquality,TRUE,
2016-05-05-23-43-43,L8,open,FALSE,
2014-11-08-23-44-45,L8,open,FALSE,
2016-12-31-23-44-20,L8,poorquality,TRUE,
2015-06-20-23-43-49,L8,open,FALSE,
2016-05-12-23-49-49,L8,open,FALSE,
2017-09-04-23-50-24,L8,open,FALSE,
2017-06-25-23-43-52,L8,open,FALSE,
2016-12-31-23-44-44,L8,poorquality,TRUE,
2013-11-05-23-45-51,L8,open,FALSE,
2018-07-05-23-49-23,L8,closed,FALSE,
2017-12-16-00-02-28,S2,open,FALSE,
2020-01-30-00-06-18,S2,closed,FALSE,
2019-10-22-00-06-29,S2,closed,FALSE,
2019-11-01-00-06-29,S2,closed,FALSE,
2020-03-10-00-06-22,S2,open,FALSE,
2019-04-15-00-06-28,S2,closed,FALSE,
2016-08-08-00-03-48,S2,open,FALSE,
2020-06-03-00-06-27,S2,open,FALSE,
2018-09-12-00-02-31,S2,closed,FALSE,
2017-07-09-00-02-50,S2,open,FALSE,
2018-08-28-00-02-38,S2,closed,FALSE,
2018-09-17-00-02-36,S2,closed,FALSE,
2019-10-17-00-06-27,S2,poorquality,TRUE,
2018-04-20-00-02-41,S2,closed,FALSE,
2018-05-20-00-02-42,S2,closed,FALSE,
2016-05-20-00-05-06,S2,open,FALSE,
2020-06-28-00-06-31,S2,open,FALSE,
2019-03-31-00-06-28,S2,closed,FALSE,
2018-10-22-00-02-37,S2,closed,FALSE,
2018-12-26-00-06-18,S2,unclear,FALSE,
2016-12-26-00-02-12,S2,open,FALSE,
2019-11-11-00-06-28,S2,closed,FALSE,
2020-06-13-00-06-28,S2,open,FALSE,
2019-04-05-00-06-27,S2,closed,FALSE,
2018-02-14-00-02-33,S2,open,FALSE,
2020-04-14-00-06-22,S2,open,FALSE,
2018-12-16-00-06-17,S2,closed,FALSE,
2018-11-01-00-02-37,S2,closed,FALSE,
2019-08-28-00-06-30,S2,closed,FALSE,
2020-06-08-00-06-32,S2,poorquality,TRUE,
2020-07-03-00-06-28,S2,open,FALSE,
2018-10-12-00-02-36,S2,poorquality,TRUE,
2017-10-17-00-02-26,S2,open,FALSE,
2018-11-11-00-06-23,S2,closed,FALSE,
2018-07-09-00-02-41,S2,closed,FALSE,
2017-06-04-00-04-37,S2,open,FALSE,
2019-04-10-00-06-30,S2,unclear,FALSE,
2018-01-30-00-02-35,S2,open,FALSE,
2019-05-30-00-06-34,S2,closed,FALSE,
2018-04-05-00-02-37,S2,open,FALSE,
2018-03-11-00-02-36,S2,open,FALSE,
2018-06-24-00-02-39,S2,closed,FALSE,
2020-08-02-00-06-29,S2,open,FALSE,
2018-05-25-00-02-37,S2,closed,FALSE,
2018-02-24-00-02-54,S2,open,FALSE,
2019-12-01-00-06-25,S2,closed,FALSE,
2019-03-26-00-06-25,S2,closed,FALSE,
2016-06-29-00-06-03,S2,open,FALSE,
2019-01-15-00-06-22,S2,closed,FALSE,
2018-05-05-00-02-39,S2,unclear,FALSE,
2018-07-29-00-02-41,S2,closed,FALSE,
2018-05-10-00-02-42,S2,unclear,FALSE,
2016-09-17-00-04-05,S2,open,FALSE,
2019-12-26-00-06-21,S2,poorquality,TRUE,
2019-06-09-00-06-33,S2,closed,FALSE,
2020-08-17-00-06-32,S2,open,FALSE,
2019-01-05-00-06-20,S2,open,FALSE,
2019-10-27-00-06-27,S2,closed,FALSE,
2018-10-27-00-02-37,S2,closed,FALSE,
2019-08-23-00-06-28,S2,open,FALSE,
2019-09-22-00-06-26,S2,closed,FALSE,
2016-06-09-00-05-19,S2,open,FALSE,
2020-05-29-00-06-32,S2,open,FALSE,
2020-05-04-00-06-23,S2,open,FALSE,
2017-12-01-00-02-34,S2,open,FALSE,
2018-08-13-00-05-52,S2,open,FALSE,
2019-06-29-00-06-34,S2,closed,FALSE,
2019-01-25-00-06-22,S2,open,UNCLEAR,wrong click
2016-11-26-00-02-16,S2,open,FALSE,
2020-02-04-00-06-19,S2,closed,FALSE,
2017-06-24-00-02-16,S2,open,FALSE,
2020-05-19-00-06-31,S2,open,FALSE,
2020-02-14-00-06-21,S2,poorquality,TRUE,
2019-04-30-00-06-33,S2,closed,FALSE,
2019-07-09-00-06-34,S2,open,FALSE,
2020-01-10-00-06-20,S2,closed,FALSE,
2019-08-13-00-06-29,S2,unclear,FALSE,
2017-09-07-00-03-13,S2,open,FALSE,
2018-09-07-00-02-37,S2,closed,FALSE,
2019-07-14-00-06-31,S2,open,FALSE,
2020-02-24-00-06-22,S2,open,FALSE,
2020-02-29-00-06-21,S2,poorquality,TRUE,
2019-09-07-00-06-28,S2,closed,FALSE,
2018-08-03-00-02-43,S2,closed,FALSE,
2017-07-29-00-05-43,S2,open,FALSE,
2020-02-19-00-06-20,S2,poorquality,TRUE,
2018-07-14-00-02-38,S2,closed,FALSE,
2018-08-18-00-04-13,S2,closed,FALSE,
2018-04-15-00-02-38,S2,closed,FALSE,
2017-08-18-00-04-03,S2,open,FALSE,
2019-03-16-00-06-22,S2,poorquality,TRUE,
2019-09-27-00-06-26,S2,closed,FALSE,
2019-01-30-00-06-26,S2,poorquality,TRUE,
2020-05-09-00-06-30,S2,open,FALSE,
2020-04-24-00-06-20,S2,open,FALSE,
2018-12-01-00-06-21,S2,closed,FALSE,
2019-08-03-00-06-30,S2,open,FALSE,
2019-02-09-00-06-26,S2,closed,FALSE,
2018-05-15-00-05-53,S2,closed,FALSE,
2019-08-18-00-06-32,S2,unclear,FALSE,
2019-12-21-00-06-20,S2,poorquality,TRUE,
2017-05-15-00-02-21,S2,open,FALSE,
2019-02-14-00-06-22,S2,unclear,FALSE,
2019-05-25-00-06-29,S2,closed,FALSE,
2019-04-20-00-06-32,S2,closed,FALSE,
2019-06-19-00-06-33,S2,open,FALSE,
2018-07-24-00-02-37,S2,closed,FALSE,
2020-07-08-00-06-30,S2,poorquality,TRUE,
2019-07-19-00-06-34,S2,open,FALSE,
2019-05-15-00-06-29,S2,closed,FALSE,
2018-04-25-00-02-38,S2,poorquality,TRUE,
2019-11-06-00-06-26,S2,closed,FALSE,
2019-11-21-00-06-27,S2,closed,FALSE,
2018-03-26-00-02-35,S2,open,FALSE,
