,satname,Entrance_state,skip image,
1997-06-22-01-23-09,L5,closed,FALSE,
1994-03-03-01-08-30,L5,poorquality,TRUE,
1988-08-16-01-24-37,L5,open,FALSE,
1994-08-01-01-11-10,L5,closed,FALSE,
2008-10-26-01-37-13,L5,closed,FALSE,
1990-05-02-01-13-59,L5,poorquality,TRUE,
2005-03-17-01-34-41,L5,closed,FALSE,
2005-11-19-01-42-23,L5,poorquality,TRUE,
2007-07-20-01-47-07,L5,closed,FALSE,
2006-07-26-01-40-53,L5,poorquality,TRUE,
1994-04-27-01-13-46,L5,closed,FALSE,
2011-01-29-01-37-40,L5,closed,FALSE,
1991-07-17-01-11-03,L5,poorquality,TRUE,
1992-01-25-01-12-00,L5,poorquality,TRUE,
1990-02-27-01-15-01,L5,poorquality,TRUE,
1999-07-30-01-31-12,L5,closed,FALSE,
2007-04-15-01-48-18,L5,closed,FALSE,
2003-08-03-01-24-28,L5,closed,FALSE,
1994-06-07-01-06-49,L5,closed,FALSE,
2007-03-07-01-42-40,L5,poorquality,TRUE,
1991-12-15-01-18-19,L5,poorquality,TRUE,
2005-03-24-01-40-55,L5,closed,FALSE,
2011-09-01-01-42-11,L5,closed,FALSE,
2006-05-14-01-45-36,L5,closed,FALSE,
1991-11-29-01-18-16,L5,closed,FALSE,
1990-06-19-01-14-03,L5,unclear,FALSE,
1999-06-28-01-31-43,L5,closed,FALSE,
2011-03-09-01-43-26,L5,poorquality,TRUE,
1988-01-21-01-23-04,L5,poorquality,TRUE,
1993-04-24-01-15-54,L5,closed,FALSE,
1994-10-29-01-02-54,L5,poorquality,TRUE,
1992-04-05-01-17-32,L5,closed,FALSE,
2004-07-27-01-36-29,L5,poorquality,TRUE,
2006-05-30-01-45-49,L5,poorquality,TRUE,
1999-12-21-01-28-36,L5,poorquality,TRUE,
1997-01-29-01-17-49,L5,closed,FALSE,
2006-09-03-01-47-09,L5,closed,FALSE,
1994-04-11-01-13-38,L5,closed,FALSE,
1994-08-01-01-11-34,L5,poorquality,TRUE,
1993-03-23-01-16-02,L5,unclear,FALSE,
1990-05-02-01-13-35,L5,poorquality,TRUE,
2005-11-19-01-41-59,L5,poorquality,TRUE,
1996-08-22-01-10-16,L5,closed,FALSE,
1994-06-14-01-12-51,L5,poorquality,TRUE,
1995-05-09-00-55-37,L5,poorquality,TRUE,
2006-07-10-01-40-40,L5,unclear,FALSE,
1992-06-08-01-17-22,L5,closed,FALSE,
2003-10-06-01-25-29,L5,poorquality,TRUE,
2004-06-18-01-29-14,L5,closed,FALSE,
2008-12-22-01-32-09,L5,open,FALSE,
2005-08-08-01-35-42,L5,poorquality,TRUE,
1997-06-22-01-23-34,L5,closed,FALSE,
2009-05-15-01-35-28,L5,poorquality,TRUE,
1987-09-08-01-14-24,L5,closed,FALSE,
2005-04-25-01-41-03,L5,closed,FALSE,
2007-06-02-01-47-46,L5,closed,FALSE,
2005-08-15-01-41-55,L5,closed,FALSE,
2005-06-05-01-35-12,L5,poorquality,TRUE,
1989-09-13-01-13-39,L5,poorquality,TRUE,
1992-01-09-01-11-57,L5,poorquality,TRUE,
2005-06-28-01-41-06,L5,closed,FALSE,
2006-03-11-01-44-55,L5,unclear,FALSE,
1999-07-30-01-31-36,L5,closed,FALSE,
1999-04-02-01-26-26,L5,closed,FALSE,
1998-10-31-01-32-47,L5,poorquality,TRUE,
1989-02-17-01-17-41,L5,poorquality,TRUE,
1993-01-02-01-15-22,L5,closed,FALSE,
1993-12-29-01-09-22,L5,poorquality,TRUE,
1995-05-16-01-01-05,L5,closed,FALSE,
2005-06-28-01-41-30,L5,closed,FALSE,
2007-08-21-01-46-49,L5,poorquality,TRUE,
1999-12-21-01-29-00,L5,poorquality,TRUE,
2010-08-29-01-43-46,L5,poorquality,TRUE,
2005-04-25-01-40-39,L5,poorquality,TRUE,
1990-02-27-01-14-37,L5,poorquality,TRUE,
1991-03-02-01-14-34,L5,poorquality,TRUE,
1987-12-29-01-16-29,L5,poorquality,TRUE,
1991-04-28-01-09-50,L5,poorquality,TRUE,
2004-05-24-01-34-41,L5,poorquality,TRUE,
1996-11-10-01-14-27,L5,poorquality,TRUE,
1998-08-05-01-26-05,L5,closed,FALSE,
1988-07-15-01-24-12,L5,closed,FALSE,
2004-12-18-01-39-14,L5,poorquality,TRUE,
1993-03-23-01-15-39,L5,unclear,FALSE,
1997-05-05-01-21-31,L5,closed,FALSE,
2003-07-25-01-30-05,L5,closed,FALSE,
1999-05-20-01-26-05,L5,poorquality,TRUE,
1997-12-15-01-28-40,L5,poorquality,TRUE,
1994-11-21-01-08-16,L5,poorquality,TRUE,
2010-10-09-01-37-44,L5,poorquality,TRUE,
1989-08-03-01-20-29,L5,closed,FALSE,
1996-06-19-01-06-54,L5,closed,FALSE,
1990-06-03-01-14-04,L5,poorquality,TRUE,
1994-05-13-01-13-03,L5,poorquality,TRUE,
2006-08-02-01-47-09,L5,closed,FALSE,
2003-07-02-01-23-54,L5,poorquality,TRUE,
2007-03-14-01-48-50,L5,poorquality,TRUE,
2007-03-30-01-48-23,L5,poorquality,TRUE,
2010-08-29-01-44-10,L5,closed,FALSE,
2011-03-02-01-37-41,L5,poorquality,TRUE,
1992-09-12-01-15-39,L5,closed,FALSE,
1993-04-24-01-16-18,L5,closed,FALSE,
1995-07-19-00-58-09,L5,closed,FALSE,
2004-10-15-01-38-00,L5,closed,FALSE,
2009-08-26-01-42-58,L5,closed,FALSE,
1998-05-24-01-31-28,L5,closed,FALSE,
1993-08-14-01-15-53,L5,closed,FALSE,
1998-10-31-01-32-23,L5,poorquality,TRUE,
1998-05-24-01-31-04,L5,closed,FALSE,
1992-05-23-01-17-06,L5,closed,FALSE,
1997-09-03-01-19-47,L5,closed,FALSE,
1994-11-14-01-02-20,L5,poorquality,TRUE,
1994-12-23-01-06-54,L5,poorquality,TRUE,
2004-09-13-01-37-17,L5,closed,FALSE,
1992-02-01-01-18-14,L5,closed,FALSE,
1988-02-22-01-23-12,L5,poorquality,TRUE,
1995-10-23-00-53-26,L5,closed,FALSE,
2004-06-02-01-28-47,L5,closed,FALSE,
2010-10-25-01-37-35,L5,poorquality,TRUE,
1990-12-28-01-13-11,L5,poorquality,TRUE,
1987-11-11-01-15-42,L5,poorquality,TRUE,
1987-11-27-01-16-00,L5,poorquality,TRUE,
2004-10-08-01-32-03,L5,poorquality,TRUE,
1992-03-29-01-11-47,L5,poorquality,TRUE,
1993-06-27-01-15-57,L5,unclear,FALSE,
2006-06-15-01-46-04,L5,closed,FALSE,
2003-09-20-01-25-17,L5,closed,FALSE,
2003-09-11-01-30-56,L5,closed,FALSE,
1998-03-05-01-29-55,L5,poorquality,TRUE,
1990-03-24-01-07-58,L5,poorquality,TRUE,
1999-03-24-01-32-22,L5,closed,FALSE,
1990-11-03-01-07-08,L5,poorquality,TRUE,
1992-05-23-01-17-30,L5,closed,FALSE,
2006-10-05-01-47-56,L5,poorquality,TRUE,
1996-11-10-01-14-03,L5,poorquality,TRUE,
2007-01-09-01-48-45,L5,closed,FALSE,
1989-07-18-01-21-13,L5,closed,FALSE,
1995-08-04-00-57-27,L5,closed,FALSE,
2004-01-10-01-26-29,L5,poorquality,TRUE,
2004-08-12-01-36-48,L5,closed,FALSE,
2008-02-06-01-38-27,L5,poorquality,TRUE,
1991-01-06-01-07-41,L5,poorquality,TRUE,
1997-08-25-01-25-42,L5,poorquality,TRUE,
1998-06-09-01-31-43,L5,closed,FALSE,
2009-07-09-01-42-15,L5,closed,FALSE,
1991-07-08-01-16-43,L5,poorquality,TRUE,
1988-07-31-01-24-38,L5,unclear,FALSE,
1990-12-28-01-13-35,L5,poorquality,TRUE,
1999-08-08-01-25-24,L5,closed,FALSE,
1991-08-09-01-17-25,L5,closed,FALSE,
1989-08-19-01-20-06,L5,poorquality,TRUE,
2004-08-05-01-30-28,L5,poorquality,TRUE,
1991-06-15-01-10-31,L5,closed,FALSE,
1992-02-01-01-17-50,L5,closed,FALSE,
2004-06-09-01-34-46,L5,closed,FALSE,
1992-08-20-01-10-11,L5,closed,FALSE,
2010-02-18-01-44-25,L5,poorquality,TRUE,
1993-04-08-01-15-44,L5,poorquality,TRUE,
2004-08-21-01-30-53,L5,closed,FALSE,
1990-03-15-01-14-04,L5,poorquality,TRUE,
1988-12-31-01-18-02,L5,poorquality,TRUE,
2007-02-26-01-48-28,L5,closed,FALSE,
2011-03-25-01-43-19,L5,poorquality,TRUE,
1999-06-21-01-25-38,L5,closed,FALSE,
1994-08-26-01-04-47,L5,poorquality,TRUE,
1990-11-10-01-13-00,L5,poorquality,TRUE,
1997-08-25-01-25-18,L5,poorquality,TRUE,
2004-09-29-01-38-03,L5,closed,FALSE,
2009-05-22-01-41-46,L5,poorquality,TRUE,
1993-06-04-01-10-16,L5,open,FALSE,
2009-09-04-01-37-19,L5,closed,FALSE,
2010-05-02-01-38-32,L5,closed,FALSE,
1991-07-01-01-10-52,L5,poorquality,TRUE,
