,satname,Entrance_state,skip image
2019-06-25-23-57-22,S2,closed,FALSE
2018-03-27-23-52-43,S2,closed,FALSE
2016-07-05-23-52-47,S2,poorquality,TRUE
2019-11-11-00-07-12,S2,closed,FALSE
2019-01-06-23-57-12,S2,closed,FALSE
2018-12-06-00-07-01,S2,closed,FALSE
2019-06-19-00-07-17,S2,closed,FALSE
2019-05-10-00-07-18,S2,closed,FALSE
2018-11-02-23-52-41,S2,closed,FALSE
2017-04-05-00-02-47,S2,closed,FALSE
2016-06-29-00-06-03,S2,open,FALSE
2019-08-29-23-57-14,S2,poorquality,TRUE
2020-03-11-23-57-11,S2,closed,FALSE
2019-02-14-00-07-06,S2,closed,FALSE
2018-09-03-23-52-42,S2,poorquality,TRUE
2019-12-12-23-57-08,S2,closed,FALSE
2019-10-22-00-07-13,S2,poorquality,TRUE
2018-05-20-00-06-58,S2,closed,FALSE
2019-09-07-00-07-11,S2,unclear,FALSE
2018-09-17-00-02-36,S2,closed,FALSE
2019-08-13-00-07-13,S2,closed,FALSE
2019-01-16-23-57-13,S2,poorquality,TRUE
2019-11-02-23-57-14,S2,closed,FALSE
2020-06-29-23-57-16,S2,closed,FALSE
2018-06-05-23-52-45,S2,poorquality,TRUE
2019-09-23-23-57-13,S2,closed,FALSE
2018-10-07-00-02-37,S2,poorquality,TRUE
2018-09-27-00-02-36,S2,closed,FALSE
2019-08-24-23-57-18,S2,poorquality,TRUE
2019-02-10-23-57-10,S2,closed,FALSE
2016-11-02-23-52-42,S2,poorquality,TRUE
2018-07-15-23-52-46,S2,closed,FALSE
2018-06-29-00-02-41,S2,closed,FALSE
2017-11-12-23-53-11,S2,closed,FALSE
2020-01-21-23-57-07,S2,closed,FALSE
2018-01-10-00-02-32,S2,closed,FALSE
2018-12-02-23-57-05,S2,poorquality,TRUE
2020-03-31-23-57-11,S2,closed,FALSE
2018-12-26-00-07-02,S2,closed,FALSE
2017-06-10-23-56-48,S2,closed,FALSE
2020-03-30-00-07-05,S2,closed,FALSE
2020-05-09-00-07-14,S2,closed,FALSE
2017-07-05-23-52-45,S2,closed,FALSE
2019-02-20-23-57-10,S2,closed,FALSE
2018-03-12-23-52-36,S2,poorquality,TRUE
2018-04-15-00-02-38,S2,poorquality,TRUE
2018-06-14-00-02-38,S2,closed,FALSE
2017-11-22-23-52-32,S2,closed,FALSE
2017-07-25-23-52-44,S2,closed,FALSE
2019-01-20-00-07-09,S2,closed,FALSE
2020-06-04-23-57-20,S2,closed,FALSE
2018-08-09-23-53-23,S2,closed,FALSE
2018-07-19-00-05-49,S2,closed,FALSE
2018-05-26-23-52-46,S2,closed,FALSE
2020-02-04-00-07-03,S2,poorquality,TRUE
2018-12-01-00-07-05,S2,closed,FALSE
2019-11-27-23-57-13,S2,closed,FALSE
2018-10-08-23-55-58,S2,closed,FALSE
2018-03-07-23-52-41,S2,closed,FALSE
2019-02-24-00-07-05,S2,closed,FALSE
2019-07-04-00-07-14,S2,closed,FALSE
2019-01-25-00-07-06,S2,closed,FALSE
2017-01-11-23-53-35,S2,closed,FALSE
2019-07-10-23-57-19,S2,closed,FALSE
2018-10-22-00-02-37,S2,closed,FALSE
2018-06-15-23-52-44,S2,closed,FALSE
2016-06-15-23-52-47,S2,open,FALSE
2017-10-28-23-52-44,S2,closed,FALSE
2019-01-21-23-57-10,S2,poorquality,TRUE
2018-06-30-23-55-58,S2,closed,FALSE
2016-11-26-00-06-32,S2,poorquality,TRUE
2020-06-08-00-07-16,S2,unclear,FALSE
2019-12-26-00-07-04,S2,closed,FALSE
2018-07-20-23-52-46,S2,closed,FALSE
2016-10-13-23-56-42,S2,closed,FALSE
2018-03-26-00-02-35,S2,closed,FALSE
2017-07-20-23-55-03,S2,closed,FALSE
2019-08-28-00-07-14,S2,closed,FALSE
2019-04-06-23-57-17,S2,closed,FALSE
2020-06-18-00-07-15,S2,closed,FALSE
2018-11-12-23-57-08,S2,closed,FALSE
2019-07-15-23-57-22,S2,closed,FALSE
2019-09-13-23-57-14,S2,poorquality,TRUE
2020-04-24-00-07-04,S2,closed,FALSE
2020-05-10-23-57-12,S2,closed,FALSE
2017-06-04-00-04-37,S2,closed,FALSE
2020-05-30-23-57-15,S2,closed,FALSE
2019-02-15-23-57-13,S2,closed,FALSE
2018-12-11-00-07-03,S2,poorquality,TRUE
2020-07-08-00-07-14,S2,closed,FALSE
2018-02-24-00-02-54,S2,closed,FALSE
2019-05-06-23-57-22,S2,closed,FALSE
2019-05-31-23-57-16,S2,poorquality,TRUE
2016-04-16-23-52-45,S2,closed,FALSE
2020-03-16-23-57-10,S2,closed,FALSE
2018-11-17-23-57-11,S2,closed,FALSE
2019-01-01-23-57-08,S2,poorquality,TRUE
2018-02-14-00-02-33,S2,closed,FALSE
2017-09-18-23-52-41,S2,poorquality,TRUE
2019-06-04-00-07-11,S2,poorquality,TRUE
2019-05-15-00-07-13,S2,closed,FALSE
2019-07-20-23-57-19,S2,closed,FALSE
2019-12-02-23-57-08,S2,poorquality,TRUE
2018-01-05-00-02-32,S2,closed,FALSE
2017-07-09-00-02-50,S2,closed,FALSE
2017-10-08-23-52-43,S2,unclear,FALSE
2017-12-21-00-02-34,S2,closed,FALSE
2019-07-09-00-07-18,S2,closed,FALSE
2017-11-11-00-02-38,S2,closed,FALSE
2018-07-14-00-02-38,S2,closed,FALSE
2020-05-15-23-57-19,S2,closed,FALSE
2018-05-05-00-02-39,S2,closed,FALSE
2017-01-05-00-02-44,S2,poorquality,TRUE
2020-05-29-00-07-15,S2,closed,FALSE
2019-04-01-23-57-14,S2,closed,FALSE
2017-10-27-00-02-47,S2,closed,FALSE
2019-08-19-23-57-16,S2,closed,FALSE
2017-08-18-00-04-03,S2,poorquality,TRUE
2018-06-19-00-02-58,S2,closed,FALSE
2019-12-06-00-07-03,S2,closed,FALSE
2017-01-15-00-02-42,S2,closed,FALSE
2019-09-02-00-07-10,S2,closed,FALSE
2017-11-16-00-02-48,S2,closed,FALSE
2019-11-21-00-07-10,S2,closed,FALSE
2017-12-12-23-53-45,S2,closed,FALSE
2020-05-19-00-07-15,S2,closed,FALSE
2020-06-23-00-07-12,S2,closed,FALSE
2020-06-28-00-07-15,S2,closed,FALSE
2019-12-07-23-57-11,S2,closed,FALSE
2018-05-30-00-02-41,S2,closed,FALSE
2019-09-03-23-57-16,S2,closed,FALSE
2018-04-01-23-52-41,S2,closed,FALSE
2019-10-08-23-57-16,S2,poorquality,TRUE
2017-10-02-00-02-37,S2,closed,FALSE
2018-06-25-23-55-16,S2,closed,FALSE
2018-09-13-23-52-41,S2,closed,FALSE
2019-04-15-00-07-12,S2,poorquality,TRUE
2015-12-18-23-59-18,S2,closed,FALSE
2017-05-21-23-55-33,S2,closed,FALSE
2020-02-14-00-07-05,S2,poorquality,TRUE
2019-04-11-23-57-15,S2,closed,FALSE
2019-10-28-23-57-17,S2,open,FALSE
2017-07-29-00-05-43,S2,closed,FALSE
2020-04-14-00-07-05,S2,poorquality,TRUE
2018-02-10-23-53-49,S2,closed,FALSE
2019-08-23-00-07-11,S2,closed,FALSE
2018-08-29-23-52-35,S2,poorquality,TRUE
2020-06-24-23-57-19,S2,closed,FALSE
2019-10-13-23-57-15,S2,poorquality,TRUE
2020-01-30-00-07-02,S2,poorquality,TRUE
2019-11-22-23-57-11,S2,closed,FALSE
2018-03-11-00-02-36,S2,closed,FALSE
2019-04-21-23-57-17,S2,closed,FALSE
2019-04-26-23-57-21,S2,closed,FALSE
2016-05-06-23-53-30,S2,closed,FALSE
2019-05-05-00-07-13,S2,poorquality,TRUE
2018-03-02-23-52-35,S2,closed,FALSE
2020-06-03-00-07-11,S2,poorquality,TRUE
2019-08-14-23-57-20,S2,closed,FALSE
2019-07-05-23-57-22,S2,poorquality,TRUE
2018-07-25-23-55-17,S2,poorquality,TRUE
2019-05-21-23-57-17,S2,closed,FALSE
2020-07-03-00-07-12,S2,closed,FALSE
2019-03-01-00-07-08,S2,closed,FALSE
2019-06-29-00-07-18,S2,closed,FALSE
2020-02-25-23-57-08,S2,closed,FALSE
2018-05-25-00-02-37,S2,closed,FALSE
2019-03-22-23-57-12,S2,closed,FALSE
2020-02-24-00-07-06,S2,closed,FALSE
