,satname,Entrance_state,skip image
1988-11-23-23-21-17,L5,open,FALSE
1988-12-18-23-14-51,L5,open,FALSE
2007-09-09-23-43-50,L5,open,FALSE
2004-06-12-23-32-04,L5,closed,FALSE
2005-01-06-23-36-42,L5,closed,FALSE
2009-04-16-23-31-44,L5,closed,FALSE
1994-01-08-23-12-11,L5,open,FALSE
1992-05-19-23-08-09,L5,open,FALSE
1988-04-13-23-20-47,L5,closed,FALSE
1992-08-30-23-13-01,L5,open,FALSE
1990-10-05-23-04-04,L5,open,FALSE
1993-02-06-23-12-36,L5,open,FALSE
1996-08-25-23-07-17,L5,closed,FALSE
1988-06-25-23-15-08,L5,open,FALSE
1989-07-14-23-11-53,L5,open,FALSE
1989-06-12-23-12-29,L5,open,FALSE
1996-07-24-23-05-35,L5,closed,FALSE
1993-04-11-23-12-59,L5,poorquality,TRUE
2007-03-26-23-39-24,L5,closed,FALSE
1988-01-24-23-19-56,L5,closed,FALSE
1991-06-25-23-13-45,L5,open,FALSE
2006-09-22-23-44-36,L5,closed,FALSE
2007-06-21-23-44-36,L5,closed,FALSE
1994-09-21-23-07-04,L5,closed,FALSE
1993-08-17-23-13-05,L5,open,FALSE
1991-09-06-23-08-20,L5,open,FALSE
1988-07-02-23-21-21,L5,open,FALSE
1991-09-29-23-14-39,L5,open,FALSE
1997-09-13-23-23-04,L5,poorquality,TRUE
1995-04-17-22-59-32,L5,closed,FALSE
1997-11-16-23-24-45,L5,closed,FALSE
1993-07-09-23-06-54,L5,open,FALSE
1992-04-24-23-14-32,L5,open,FALSE
2007-05-20-23-45-09,L5,closed,FALSE
1992-05-03-23-08-18,L5,open,FALSE
1996-07-01-22-58-12,L5,poorquality,TRUE
2009-09-23-23-34-22,L5,closed,FALSE
1991-08-28-23-14-21,L5,open,FALSE
1989-09-23-23-16-26,L5,open,FALSE
1996-03-18-22-58-17,L5,closed,FALSE
2006-05-26-23-36-47,L5,closed,FALSE
1992-01-28-23-08-51,L5,open,FALSE
1991-12-18-23-15-01,L5,open,FALSE
2009-09-30-23-40-38,L5,poorquality,TRUE
1994-10-16-23-00-07,L5,closed,FALSE
1996-09-03-23-01-37,L5,open,FALSE
2009-01-17-23-35-49,L5,closed,FALSE
2004-11-28-23-29-52,L5,closed,FALSE
1995-12-13-22-51-38,L5,poorquality,TRUE
1998-06-05-23-22-17,L5,closed,FALSE
2004-08-24-23-27-47,L5,closed,FALSE
1988-06-16-23-21-17,L5,poorquality,TRUE
2006-08-21-23-44-12,L5,closed,FALSE
2008-09-27-23-35-21,L5,closed,FALSE
2004-08-31-23-34-08,L5,closed,FALSE
1991-07-20-23-07-55,L5,open,FALSE
1990-09-26-23-10-25,L5,open,FALSE
1991-04-22-23-12-42,L5,closed,FALSE
2007-08-01-23-38-01,L5,open,FALSE
1987-09-02-23-17-14,L5,closed,FALSE
1990-07-08-23-10-49,L5,poorquality,TRUE
2004-07-30-23-33-21,L5,closed,FALSE
1997-10-24-23-18-01,L5,closed,FALSE
1998-01-12-23-19-57,L5,closed,FALSE
1990-11-22-23-03-54,L5,closed,FALSE
1989-03-15-23-19-56,L5,open,FALSE
1993-08-01-23-13-04,L5,open,FALSE
2009-11-26-23-34-57,L5,closed,FALSE
1998-10-27-23-23-23,L5,open,FALSE
1988-09-04-23-21-29,L5,open,FALSE
1997-05-24-23-19-24,L5,open,FALSE
1990-10-28-23-10-10,L5,open,FALSE
1988-07-11-23-15-12,L5,open,FALSE
1997-12-11-23-19-12,L5,closed,FALSE
1994-03-22-23-05-00,L5,open,FALSE
1999-09-28-23-21-00,L5,closed,FALSE
1994-07-28-23-02-16,L5,poorquality,TRUE
1992-09-24-23-06-25,L5,poorquality,TRUE
1992-04-08-23-14-40,L5,open,FALSE
1998-06-28-23-28-44,L5,closed,FALSE
1993-08-10-23-06-54,L5,open,FALSE
2008-11-30-23-34-29,L5,closed,FALSE
1993-11-05-23-12-44,L5,open,FALSE
2004-02-05-23-29-34,L5,closed,FALSE
1997-08-05-23-15-42,L5,closed,FALSE
1989-01-19-23-14-30,L5,open,FALSE
1990-07-24-23-10-45,L5,open,FALSE
1999-08-18-23-28-14,L5,closed,FALSE
2009-09-07-23-34-10,L5,closed,FALSE
1988-12-02-23-15-03,L5,open,FALSE
2005-04-21-23-31-39,L5,closed,FALSE
1994-08-04-23-08-15,L5,open,FALSE
2009-08-29-23-40-13,L5,closed,FALSE
1996-05-21-23-02-10,L5,closed,FALSE
2008-03-03-23-40-56,L5,unclear,FALSE
2003-12-03-23-29-12,L5,closed,FALSE
2011-03-28-23-40-31,L5,closed,FALSE
1990-03-27-23-04-40,L5,open,FALSE
1995-07-31-22-48-36,L5,closed,FALSE
1994-09-14-23-01-05,L5,closed,FALSE
1993-03-19-23-06-40,L5,open,FALSE
1998-09-16-23-29-28,L5,open,FALSE
1996-03-11-22-51-39,L5,closed,FALSE
2004-04-25-23-30-40,L5,closed,FALSE
1989-08-15-23-11-11,L5,open,FALSE
2006-06-27-23-37-17,L5,closed,FALSE
1987-09-27-23-11-39,L5,closed,FALSE
2006-04-15-23-42-23,L5,open,FALSE
1989-10-18-23-09-27,L5,open,FALSE
2007-02-22-23-39-29,L5,closed,FALSE
2004-12-05-23-36-12,L5,closed,FALSE
1996-07-17-22-59-02,L5,closed,FALSE
2003-09-14-23-28-11,L5,open,FALSE
1989-10-02-23-10-11,L5,open,FALSE
1989-08-06-23-17-36,L5,open,FALSE
2005-05-30-23-38-08,L5,closed,FALSE
1992-06-20-23-07-48,L5,poorquality,TRUE
1996-01-14-22-53-57,L5,closed,FALSE
2003-07-12-23-27-04,L5,open,FALSE
1992-05-10-23-14-25,L5,open,FALSE
2010-04-19-23-35-23,L5,closed,FALSE
1995-05-03-22-58-50,L5,closed,FALSE
1991-07-27-23-14-10,L5,open,FALSE
1989-09-16-23-10-20,L5,open,FALSE
2009-02-18-23-36-39,L5,closed,FALSE
2004-10-02-23-34-56,L5,closed,FALSE
1990-12-24-23-04-08,L5,closed,FALSE
2010-09-10-23-34-44,L5,closed,FALSE
2005-07-17-23-38-28,L5,open,FALSE
2003-05-01-23-39-27,L7,exit on image,TRUE
2016-05-21-23-44-07,L8,exit on image,TRUE
1999-11-23-23-37-16,L7,closed,FALSE
2001-03-17-23-34-45,L7,unclear,FALSE
2000-10-15-23-40-49,L7,open,FALSE
2000-10-24-23-34-46,L7,open,FALSE
2001-08-24-23-33-17,L7,closed,FALSE
2000-02-27-23-37-09,L7,open,FALSE
2000-05-08-23-42-50,L7,open,FALSE
2003-02-26-23-39-21,L7,open,FALSE
2003-03-23-23-33-09,L7,open,FALSE
2000-06-02-23-36-24,L7,open,FALSE
2000-12-11-23-34-53,L7,open,FALSE
2001-10-02-23-38-57,L7,closed,FALSE
2001-07-14-23-40-02,L7,closed,FALSE
2000-04-22-23-43-00,L7,open,FALSE
2002-04-12-23-39-30,L7,open,FALSE
2002-11-06-23-38-34,L7,open,FALSE
1999-07-09-23-43-29,L7,poorquality,TRUE
2000-06-25-23-42-24,L7,open,FALSE
2002-10-14-23-32-13,L7,open,FALSE
2001-06-21-23-33-58,L7,closed,FALSE
2000-01-17-23-43-28,L7,poorquality,TRUE
2001-08-08-23-33-29,L7,closed,FALSE
2002-08-18-23-38-50,L7,open,FALSE
1999-08-10-23-43-35,L7,closed,FALSE
2003-01-25-23-39-11,L7,poorquality,TRUE
2001-03-01-23-34-50,L7,open,FALSE
2001-04-25-23-40-45,L7,closed,FALSE
2001-01-03-23-41-05,L7,open,FALSE
2002-12-01-23-32-46,L7,open,FALSE
2003-05-10-23-33-15,L7,open,FALSE
2002-04-05-23-33-18,L7,open,FALSE
2002-09-12-23-32-24,L7,open,FALSE
2003-05-01-23-39-27,L7,poorquality,TRUE
2000-07-20-23-35-52,L7,poorquality,TRUE
2001-07-23-23-33-47,L7,poorquality,TRUE
2000-11-16-23-41-02,L7,open,FALSE
2000-05-17-23-36-36,L7,open,FALSE
2000-08-28-23-41-37,L7,open,FALSE
2001-06-28-23-40-02,L7,poorquality,TRUE
2001-06-05-23-34-09,L7,closed,FALSE
2002-03-20-23-33-17,L7,poorquality,TRUE
2002-05-30-23-39-18,L7,open,FALSE
2002-07-10-23-32-54,L7,open,FALSE
2002-09-19-23-38-28,L7,open,FALSE
2001-10-27-23-32-49,L7,closed,FALSE
2002-08-27-23-32-29,L7,open,FALSE
2000-09-29-23-41-08,L7,open,FALSE
2000-12-02-23-41-02,L7,open,FALSE
2003-04-08-23-33-16,L7,open,FALSE
2000-09-13-23-41-19,L7,open,FALSE
2003-04-24-23-33-15,L7,poorquality,TRUE
2000-11-25-23-34-52,L7,open,FALSE
2002-05-07-23-33-20,L7,open,FALSE
1999-11-30-23-43-28,L7,closed,FALSE
2000-07-11-23-42-10,L7,open,FALSE
2002-07-01-23-39-07,L7,open,FALSE
2001-07-30-23-39-51,L7,closed,FALSE
2001-05-27-23-40-29,L7,closed,FALSE
2002-08-11-23-32-41,L7,open,FALSE
2002-10-30-23-32-18,L7,open,FALSE
2002-09-28-23-32-15,L7,open,FALSE
2000-02-02-23-43-28,L7,open,FALSE
2001-05-11-23-40-38,L7,closed,FALSE
2003-04-15-23-39-27,L7,open,FALSE
2002-01-06-23-39-25,L7,poorquality,TRUE
2001-04-18-23-34-37,L7,closed,FALSE
1999-08-03-23-37-25,L7,closed,FALSE
2001-10-11-23-32-39,L7,closed,FALSE
1999-07-18-23-37-18,L7,closed,FALSE
2001-11-28-23-33-04,L7,closed,FALSE
2000-07-27-23-41-53,L7,open,FALSE
2000-04-06-23-43-07,L7,open,FALSE
2001-12-30-23-33-06,L7,closed,FALSE
2016-07-15-23-50-39,L8,unclear,TRUE
2016-05-05-23-44-07,L8,open,FALSE
2014-10-23-23-44-44,L8,poorquality,TRUE
2015-01-02-23-50-43,L8,open,FALSE
2017-07-18-23-50-33,L8,open,FALSE
2013-08-01-23-46-31,L8,open,FALSE
2018-09-16-23-44-08,L8,closed,FALSE
2017-04-13-23-50-09,L8,open,FALSE
2016-09-10-23-44-44,L8,open,FALSE
2016-12-22-23-50-56,L8,poorquality,TRUE
2014-07-10-23-50-33,L8,open,FALSE
2016-01-30-23-44-34,L8,open,FALSE
2013-09-25-23-52-34,L8,open,FALSE
2015-07-13-23-50-14,L8,closed,FALSE
2016-06-13-23-50-23,L8,open,FALSE
2018-07-30-23-43-48,L8,open,FALSE
2015-07-29-23-50-18,L8,closed,FALSE
2017-04-29-23-49-59,L8,open,FALSE
2017-08-12-23-44-33,L8,open,FALSE
2015-09-08-23-44-23,L8,open,FALSE
2017-02-08-23-50-39,L8,open,FALSE
2015-06-20-23-43-49,L8,closed,FALSE
2017-09-29-23-44-44,L8,open,FALSE
2017-04-06-23-44-02,L8,open,FALSE
2015-06-11-23-49-57,L8,closed,FALSE
2018-03-31-23-50-08,L8,open,FALSE
2017-09-20-23-50-51,L8,open,FALSE
2016-08-09-23-44-32,L8,open,FALSE
2016-09-26-23-44-44,L8,open,FALSE
2015-10-10-23-44-31,L8,open,FALSE
2017-09-13-23-44-37,L8,open,FALSE
2015-10-01-23-50-42,L8,open,FALSE
2013-11-12-23-52-25,L8,open,FALSE
2017-11-23-23-50-53,L8,open,FALSE
2016-04-26-23-50-14,L8,open,FALSE
2013-12-07-23-46-07,L8,open,FALSE
2013-05-20-23-52-43,L8,open,FALSE
2017-07-27-23-44-27,L8,open,FALSE
2014-07-03-23-44-19,L8,closed,FALSE
2017-05-08-23-43-52,L8,open,FALSE
2013-07-07-23-52-41,L8,open,FALSE
2017-12-18-23-44-42,L8,poorquality,TRUE
2013-04-18-23-52-30,L8,open,FALSE
2018-08-15-23-43-57,L8,open,FALSE
2013-09-09-23-52-42,L8,open,FALSE
2015-12-29-23-44-38,L8,open,FALSE
2016-10-12-23-44-50,L8,open,FALSE
2014-09-28-23-50-49,L8,open,FALSE
2013-11-05-23-46-15,L8,open,FALSE
2014-07-26-23-50-36,L8,closed,FALSE
2016-08-25-23-44-39,L8,open,FALSE
2016-07-24-23-44-30,L8,open,FALSE
2014-06-08-23-50-22,L8,poorquality,TRUE
2016-05-28-23-50-20,L8,open,FALSE
2018-07-05-23-49-47,L8,open,FALSE
2014-05-07-23-50-18,L8,poorquality,TRUE
2014-06-24-23-50-24,L8,closed,FALSE
2018-01-19-23-44-31,L8,open,FALSE
2018-07-21-23-49-54,L8,open,FALSE
2018-08-22-23-50-11,L8,open,FALSE
2018-11-10-23-50-37,L8,poorquality,TRUE
2018-08-31-23-44-04,L8,unclear,FALSE
2016-04-19-23-44-03,L8,open,FALSE
2014-09-21-23-44-37,L8,open,FALSE
2017-05-24-23-44-03,L8,open,FALSE
2013-07-16-23-46-29,L8,open,FALSE
2014-03-13-23-45-02,L8,open,FALSE
2018-10-18-23-44-22,L8,closed,FALSE
2013-10-11-23-52-34,L8,open,FALSE
2013-09-02-23-46-33,L8,poorquality,TRUE
2013-06-14-23-46-29,L8,poorquality,TRUE
2016-07-08-23-44-25,L8,poorquality,TRUE
2013-07-23-23-52-39,L8,open,FALSE
2013-04-11-23-46-35,L8,open,FALSE
2014-03-20-23-51-06,L8,open,FALSE
2017-03-28-23-50-17,L8,open,FALSE
2018-02-27-23-50-24,L8,open,FALSE
2017-10-22-23-51-00,L8,open,FALSE
2014-06-17-23-44-13,L8,closed,FALSE
2016-03-18-23-44-18,L8,open,FALSE
2016-03-02-23-44-24,L8,poorquality,TRUE
2015-06-04-23-43-41,L8,closed,FALSE
2017-08-28-23-44-37,L8,open,FALSE
2018-08-06-23-50-03,L8,open,FALSE
2016-10-03-23-50-57,L8,open,FALSE
2014-01-15-23-51-50,L8,open,FALSE
2017-05-15-23-50-08,L8,open,FALSE
2013-09-18-23-46-27,L8,open,FALSE
2016-05-21-23-44-07,L8,open,FALSE
2013-08-24-23-52-44,L8,open,FALSE
2017-06-25-23-44-16,L8,open,FALSE
2016-02-15-23-44-26,L8,open,FALSE
2018-02-04-23-44-22,L8,open,FALSE
2018-12-28-23-50-34,L8,closed,FALSE
2015-12-04-23-50-50,L8,open,FALSE
2014-12-01-23-50-53,L8,open,FALSE
2015-04-24-23-50-01,L8,closed,FALSE
2018-07-14-23-43-41,L8,open,FALSE
2015-05-19-23-43-33,L8,closed,FALSE
2014-01-24-23-45-38,L8,open,FALSE
2014-11-24-23-44-42,L8,open,FALSE
2014-11-08-23-44-45,L8,open,FALSE
2018-11-19-23-44-27,L8,closed,FALSE
2014-08-04-23-44-31,L8,closed,FALSE
2015-05-10-23-49-45,L8,closed,FALSE
2016-04-10-23-50-18,L8,open,FALSE
2017-08-19-23-50-46,L8,open,FALSE
2013-08-17-23-46-32,L8,open,FALSE
2016-02-22-23-50-35,L8,open,FALSE
2017-07-11-23-44-19,L8,open,FALSE
2015-05-26-23-49-46,L8,closed,FALSE
2015-05-03-23-43-41,L8,closed,FALSE
2016-02-06-23-50-42,L8,open,FALSE
2017-10-31-23-44-48,L8,open,FALSE
2014-08-11-23-50-44,L8,closed,FALSE
2015-12-13-23-44-38,L8,open,FALSE
2017-08-03-23-50-40,L8,open,FALSE
2017-01-16-23-44-40,L8,open,FALSE
2018-05-02-23-49-50,L8,open,FALSE
2017-05-31-23-50-18,L8,open,FALSE
2017-04-22-23-43-53,L8,open,FALSE
2017-09-04-23-50-48,L8,open,FALSE
2014-10-30-23-50-51,L8,open,FALSE
2017-12-09-23-50-50,L8,poorquality,TRUE
